EmpID,Age,AgeGroup,Attrition,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,AttritionRate
972,36,36-45,No,Research & Development,7,4,Marketing,Female,Research Director,2,14509,10k-15k,8,Yes,16,18,5,
973,22,18-25,No,Sales,2,5,Technical Degree,Male,Sales Executive,4,17184,15k+,0,Yes,20,22,11,
974,54,46-55,No,Human Resources,24,4,Marketing,Female,Human Resources,3,9599,5k-10k,7,No,34,12,7,
975,20,18-25,No,Human Resources,15,3,Technical Degree,Female,Human Resources,4,12563,10k-15k,7,Yes,9,24,13,
976,38,36-45,Yes,Sales,12,1,Technical Degree,Male,Sales Executive,2,13499,10k-15k,9,Yes,13,6,0,
977,27,26-35,Yes,Research & Development,16,4,Medical,Female,Manufacturing Director,3,9876,5k-10k,3,Yes,31,21,15,
978,28,26-35,No,Research & Development,4,1,Marketing,Female,Manufacturing Director,3,16969,15k+,2,Yes,33,3,6,
979,18,18-25,Yes,Research & Development,21,3,Other,Female,Manufacturing Director,1,11092,10k-15k,9,Yes,33,18,10,
980,26,26-35,No,Human Resources,3,1,Technical Degree,Female,Manager,4,13109,10k-15k,3,Yes,20,14,10,
981,35,26-35,No,Human Resources,11,2,Medical,Female,Manager,2,19186,15k+,9,Yes,15,21,18,
982,38,36-45,No,Research & Development,5,5,Marketing,Male,Research Scientist,4,17743,15k+,7,No,4,6,12,
983,27,26-35,No,Sales,8,1,Marketing,Female,Sales Representative,4,12920,10k-15k,8,Yes,17,3,15,
984,52,46-55,No,Research & Development,20,5,Life Sciences,Female,Research Director,1,7555,5k-10k,3,No,15,12,13,
985,37,36-45,Yes,Human Resources,1,1,Other,Female,Human Resources,1,9552,5k-10k,5,No,9,13,12,
986,56,55+,Yes,Human Resources,9,4,Marketing,Male,Human Resources,4,15553,15k+,4,Yes,37,8,10,
987,21,18-25,No,Sales,5,3,Other,Female,Sales Executive,1,11699,10k-15k,6,No,25,11,10,
988,59,55+,No,Human Resources,19,1,Human Resources,Male,Human Resources,2,10270,10k-15k,7,Yes,4,8,4,
989,28,26-35,No,Sales,12,3,Life Sciences,Female,Manager,3,8700,5k-10k,1,No,25,5,1,
990,59,55+,No,Human Resources,3,2,Technical Degree,Male,Manager,1,13975,10k-15k,4,Yes,15,3,17,
991,59,55+,Yes,Sales,8,2,Medical,Male,Sales Executive,3,8389,5k-10k,5,No,40,25,0,
992,49,46-55,No,Human Resources,2,2,Human Resources,Male,Manager,2,1770,Upto 5k,3,No,0,22,2,
993,50,46-55,No,Human Resources,18,1,Other,Female,Manager,3,6379,5k-10k,8,No,32,24,5,
994,34,26-35,No,Sales,9,4,Life Sciences,Female,Manager,4,11960,10k-15k,0,No,38,12,12,
995,25,18-25,No,Sales,24,2,Medical,Female,Sales Executive,2,2365,Upto 5k,9,No,23,24,1,
996,54,46-55,No,Human Resources,10,1,Medical,Male,Human Resources,3,9268,5k-10k,3,No,24,13,14,
997,28,26-35,No,Research & Development,10,2,Life Sciences,Male,Research Director,1,17111,15k+,0,Yes,0,17,0,
998,42,36-45,Yes,Research & Development,12,2,Other,Male,Manufacturing Director,4,19615,15k+,5,Yes,17,10,0,
999,25,18-25,No,Research & Development,29,2,Life Sciences,Male,Research Scientist,4,10897,10k-15k,2,Yes,7,5,7,
1000,53,46-55,Yes,Research & Development,19,4,Life Sciences,Male,Research Director,2,9950,5k-10k,1,No,24,1,1,
1001,47,46-55,No,Research & Development,19,1,Other,Male,Manufacturing Director,3,14514,10k-15k,4,No,12,11,0,
1002,30,26-35,No,Human Resources,21,1,Human Resources,Female,Manager,4,8694,5k-10k,3,Yes,18,23,2,
1003,47,46-55,No,Human Resources,22,3,Other,Male,Manager,3,16482,15k+,5,No,11,34,12,
1004,40,36-45,No,Research & Development,25,4,Other,Female,Manufacturing Director,3,10582,10k-15k,6,Yes,38,9,4,
1005,59,55+,No,Research & Development,28,2,Life Sciences,Female,Healthcare Representative,2,16288,15k+,9,No,34,28,5,
1006,31,26-35,No,Human Resources,29,1,Human Resources,Male,Human Resources,1,13987,10k-15k,9,Yes,16,5,5,
1007,39,36-45,No,Human Resources,27,3,Human Resources,Female,Human Resources,4,17029,15k+,3,No,26,6,7,
1008,27,26-35,No,Human Resources,17,1,Technical Degree,Male,Manager,1,7171,5k-10k,4,Yes,25,0,6,
1009,30,26-35,Yes,Human Resources,4,2,Medical,Male,Human Resources,1,1770,Upto 5k,4,No,7,1,11,
1010,18,18-25,No,Human Resources,7,3,Technical Degree,Female,Manager,1,10837,10k-15k,7,Yes,31,20,11,
1011,48,46-55,No,Sales,14,5,Human Resources,Female,Sales Representative,4,13574,10k-15k,0,No,2,31,2,
1012,52,46-55,No,Research & Development,27,1,Technical Degree,Female,Healthcare Representative,3,4016,Upto 5k,3,No,2,5,9,
1013,31,26-35,Yes,Human Resources,5,5,Other,Male,Manager,4,14454,10k-15k,1,Yes,29,6,18,
1014,59,55+,No,Research & Development,23,5,Technical Degree,Male,Research Director,4,2596,Upto 5k,4,Yes,2,16,10,
1015,27,26-35,No,Research & Development,8,1,Technical Degree,Male,Research Scientist,4,3517,Upto 5k,0,No,11,12,10,
1016,32,26-35,Yes,Human Resources,5,2,Other,Male,Manager,4,15570,15k+,7,No,27,1,16,
1017,58,55+,No,Human Resources,2,3,Technical Degree,Female,Manager,1,18808,15k+,1,Yes,16,6,15,
1018,33,26-35,Yes,Research & Development,3,5,Medical,Male,Research Director,4,5506,5k-10k,8,No,35,7,15,
1019,29,26-35,No,Sales,8,2,Medical,Female,Manager,2,14541,10k-15k,6,Yes,23,3,16,
1020,51,46-55,No,Sales,10,2,Marketing,Male,Sales Executive,4,9712,5k-10k,3,Yes,30,30,15,
1021,29,26-35,No,Sales,18,1,Medical,Male,Sales Executive,2,13709,10k-15k,1,No,32,4,18,
1022,58,55+,No,Sales,8,3,Technical Degree,Male,Sales Executive,4,14549,10k-15k,0,No,25,1,6,
1023,43,36-45,No,Human Resources,8,2,Technical Degree,Female,Manager,2,15739,15k+,3,No,31,4,13,
1024,44,36-45,Yes,Human Resources,29,2,Other,Male,Human Resources,3,3173,Upto 5k,4,No,17,29,10,
1025,56,55+,No,Research & Development,16,5,Technical Degree,Female,Research Director,2,11718,10k-15k,7,No,5,19,10,
1026,34,26-35,No,Human Resources,20,5,Medical,Female,Human Resources,3,9788,5k-10k,3,Yes,22,17,6,
1027,44,36-45,No,Research & Development,22,2,Human Resources,Male,Research Director,3,10126,10k-15k,3,No,34,16,10,
1028,55,46-55,Yes,Sales,24,3,Other,Male,Sales Representative,2,18043,15k+,9,No,11,11,11,
1029,48,46-55,No,Sales,11,2,Marketing,Male,Sales Representative,3,9871,5k-10k,1,No,35,25,0,
1030,34,26-35,No,Sales,18,5,Marketing,Female,Sales Executive,2,17221,15k+,4,Yes,27,29,15,
1031,48,46-55,No,Human Resources,5,2,Life Sciences,Female,Human Resources,1,15325,15k+,0,Yes,17,6,17,
1032,26,26-35,Yes,Human Resources,29,5,Life Sciences,Male,Manager,1,4142,Upto 5k,5,No,18,27,7,
1033,57,55+,No,Sales,12,2,Medical,Male,Sales Executive,3,19697,15k+,3,Yes,24,13,17,
1034,28,26-35,No,Human Resources,9,4,Life Sciences,Male,Human Resources,2,3987,Upto 5k,6,Yes,15,29,5,
1035,35,26-35,No,Sales,10,4,Human Resources,Female,Sales Executive,4,4518,Upto 5k,3,Yes,6,0,13,
1036,46,46-55,No,Human Resources,25,4,Life Sciences,Female,Manager,2,5927,5k-10k,7,No,33,21,10,
1037,50,46-55,No,Sales,12,2,Other,Male,Sales Representative,4,13710,10k-15k,2,No,13,13,10,
1038,35,26-35,No,Research & Development,13,5,Technical Degree,Male,Manufacturing Director,2,9151,5k-10k,1,No,1,18,18,
1039,42,36-45,No,Research & Development,15,4,Life Sciences,Female,Healthcare Representative,3,1671,Upto 5k,5,Yes,17,23,8,
1040,28,26-35,No,Research & Development,20,5,Medical,Male,Laboratory Technician,4,8180,5k-10k,5,Yes,14,5,5,
1041,53,46-55,Yes,Sales,9,4,Medical,Female,Manager,2,2640,Upto 5k,6,No,11,14,13,
1042,51,46-55,No,Research & Development,20,1,Human Resources,Male,Laboratory Technician,3,3188,Upto 5k,8,No,27,10,7,
1043,56,55+,No,Sales,9,2,Human Resources,Male,Sales Executive,4,3524,Upto 5k,8,No,11,4,17,
1044,18,18-25,No,Sales,17,1,Human Resources,Male,Sales Executive,4,11665,10k-15k,2,Yes,3,10,4,
1045,56,55+,No,Sales,15,2,Technical Degree,Male,Sales Executive,1,13032,10k-15k,3,Yes,40,36,1,
1046,26,26-35,No,Sales,26,4,Other,Female,Sales Representative,4,1018,Upto 5k,8,No,33,18,18,
1047,34,26-35,No,Human Resources,28,4,Medical,Male,Manager,2,18153,15k+,1,No,19,7,13,
1048,37,36-45,No,Research & Development,7,1,Medical,Female,Manufacturing Director,2,13242,10k-15k,7,Yes,19,1,7,
1049,32,26-35,No,Sales,15,4,Marketing,Male,Sales Executive,4,15386,15k+,2,No,3,15,4,
1050,36,36-45,No,Human Resources,13,4,Life Sciences,Female,Human Resources,3,13256,10k-15k,8,No,2,3,2,
1051,30,26-35,No,Research & Development,4,2,Other,Female,Healthcare Representative,1,11169,10k-15k,0,Yes,40,32,11,
1052,43,36-45,No,Sales,20,3,Marketing,Female,Sales Representative,1,11945,10k-15k,8,Yes,28,31,13,
1053,60,55+,No,Human Resources,5,4,Marketing,Female,Human Resources,3,18956,15k+,2,Yes,12,5,12,
1054,32,26-35,No,Research & Development,5,2,Technical Degree,Male,Manufacturing Director,4,2372,Upto 5k,2,No,35,2,8,
1055,22,18-25,No,Sales,16,1,Medical,Female,Sales Executive,2,6354,5k-10k,7,Yes,5,2,10,
1056,48,46-55,No,Human Resources,29,3,Other,Female,Manager,2,9456,5k-10k,9,No,38,15,7,
1057,48,46-55,No,Sales,10,4,Other,Female,Sales Representative,1,9919,5k-10k,9,No,16,6,4,
1058,32,26-35,No,Human Resources,4,5,Human Resources,Female,Human Resources,4,9150,5k-10k,6,No,36,21,9,
1059,28,26-35,No,Sales,29,1,Technical Degree,Female,Sales Executive,4,16767,15k+,2,No,30,1,10,
1060,37,36-45,No,Research & Development,16,4,Human Resources,Male,Research Scientist,4,8722,5k-10k,6,Yes,18,15,5,
1061,56,55+,No,Research & Development,3,1,Life Sciences,Male,Laboratory Technician,1,11719,10k-15k,2,No,31,5,4,
1062,48,46-55,Yes,Sales,27,3,Other,Female,Sales Executive,1,6818,5k-10k,0,Yes,19,2,3,
1063,23,18-25,Yes,Sales,7,2,Technical Degree,Female,Manager,1,2294,Upto 5k,4,No,39,33,2,
1064,26,26-35,No,Human Resources,9,2,Other,Male,Manager,4,3128,Upto 5k,9,Yes,18,2,12,
1065,48,46-55,No,Research & Development,10,3,Other,Female,Laboratory Technician,4,15827,15k+,3,No,20,13,7,
1066,27,26-35,Yes,Research & Development,29,1,Medical,Male,Laboratory Technician,4,2205,Upto 5k,2,Yes,4,5,10,
1067,55,46-55,No,Human Resources,4,5,Other,Female,Manager,2,8839,5k-10k,7,Yes,23,10,12,
1068,22,18-25,No,Sales,26,3,Technical Degree,Male,Sales Representative,4,2602,Upto 5k,7,No,20,2,4,
1069,60,55+,No,Research & Development,6,1,Medical,Female,Manufacturing Director,4,11314,10k-15k,1,No,21,9,1,
1070,50,46-55,No,Sales,24,2,Technical Degree,Male,Sales Executive,1,17231,15k+,5,No,39,17,10,
1071,48,46-55,No,Sales,11,5,Marketing,Female,Sales Executive,2,17419,15k+,6,Yes,29,12,17,
1072,47,46-55,No,Research & Development,14,5,Other,Male,Research Director,4,2458,Upto 5k,6,No,38,18,7,
1073,32,26-35,No,Research & Development,21,1,Medical,Female,Research Director,4,15721,15k+,4,Yes,33,14,1,
1074,33,26-35,No,Sales,3,3,Human Resources,Female,Sales Representative,1,14008,10k-15k,8,No,38,0,15,
1075,52,46-55,No,Human Resources,28,2,Technical Degree,Female,Human Resources,2,19099,15k+,8,Yes,0,18,2,
1076,48,46-55,Yes,Research & Development,24,3,Medical,Female,Laboratory Technician,3,1677,Upto 5k,6,Yes,27,6,5,
1077,36,36-45,No,Research & Development,21,1,Life Sciences,Male,Research Scientist,1,11141,10k-15k,0,Yes,4,17,5,
1078,39,36-45,No,Sales,25,5,Technical Degree,Male,Sales Representative,4,4979,Upto 5k,9,No,5,22,2,
1079,42,36-45,No,Research & Development,24,1,Human Resources,Male,Laboratory Technician,1,7202,5k-10k,2,Yes,21,10,16,
1080,48,46-55,No,Human Resources,13,4,Life Sciences,Female,Human Resources,2,12514,10k-15k,2,Yes,39,1,15,
1081,32,26-35,No,Human Resources,13,3,Other,Female,Human Resources,2,17199,15k+,0,Yes,28,12,0,
1082,19,18-25,No,Human Resources,27,1,Marketing,Female,Manager,1,13207,10k-15k,2,Yes,38,21,17,
1083,26,26-35,No,Sales,18,3,Life Sciences,Male,Manager,3,16513,15k+,3,No,34,27,9,
1084,21,18-25,No,Sales,27,4,Medical,Female,Sales Executive,3,10837,10k-15k,6,Yes,33,8,2,
1085,37,36-45,Yes,Research & Development,10,3,Medical,Male,Healthcare Representative,2,14332,10k-15k,8,Yes,23,1,3,
1086,38,36-45,No,Research & Development,19,1,Medical,Male,Healthcare Representative,3,5054,5k-10k,4,Yes,35,11,17,
1087,60,55+,No,Research & Development,25,1,Marketing,Female,Research Director,1,10749,10k-15k,5,No,3,6,2,
1088,18,18-25,Yes,Sales,26,3,Technical Degree,Male,Manager,3,4500,Upto 5k,2,Yes,5,21,5,
1089,54,46-55,No,Sales,16,2,Other,Male,Manager,2,4403,Upto 5k,8,Yes,26,0,16,
1090,30,26-35,No,Research & Development,14,2,Human Resources,Female,Research Director,2,17143,15k+,8,No,22,8,12,
1091,55,46-55,No,Human Resources,28,1,Other,Female,Manager,3,10426,10k-15k,9,No,0,7,12,
1092,34,26-35,No,Human Resources,21,5,Life Sciences,Male,Human Resources,2,5200,5k-10k,0,Yes,15,2,2,
1093,26,26-35,No,Human Resources,19,1,Other,Male,Manager,1,8147,5k-10k,0,No,6,17,6,
1094,27,26-35,No,Research & Development,14,4,Other,Female,Laboratory Technician,4,5038,5k-10k,3,Yes,13,23,11,
1095,60,55+,No,Sales,9,4,Life Sciences,Female,Manager,1,8955,5k-10k,6,No,10,3,1,
1096,51,46-55,No,Human Resources,29,3,Medical,Female,Manager,3,10472,10k-15k,2,No,0,13,16,
1097,47,46-55,No,Sales,15,2,Other,Female,Manager,4,12398,10k-15k,6,No,10,19,7,
1098,19,18-25,No,Research & Development,18,5,Other,Male,Laboratory Technician,1,8681,5k-10k,4,No,33,16,3,
1099,37,36-45,Yes,Research & Development,29,1,Medical,Female,Research Director,3,14228,10k-15k,3,Yes,40,1,16,
1100,19,18-25,No,Sales,11,1,Technical Degree,Male,Sales Executive,2,11727,10k-15k,1,No,27,16,8,
1101,58,55+,No,Human Resources,12,1,Technical Degree,Female,Human Resources,2,14171,10k-15k,3,No,2,21,11,
1102,52,46-55,No,Research & Development,18,1,Other,Male,Laboratory Technician,1,11925,10k-15k,9,Yes,14,26,1,
1103,44,36-45,Yes,Sales,18,4,Other,Male,Sales Representative,2,18530,15k+,3,Yes,23,4,1,
1104,55,46-55,No,Research & Development,21,5,Technical Degree,Male,Research Scientist,1,14406,10k-15k,5,Yes,39,7,2,
1105,52,46-55,No,Research & Development,9,5,Medical,Male,Research Director,4,8903,5k-10k,3,No,21,2,2,
1106,54,46-55,No,Human Resources,12,3,Technical Degree,Male,Human Resources,1,10098,10k-15k,1,Yes,17,0,5,
1107,20,18-25,No,Sales,7,2,Marketing,Female,Sales Executive,1,6878,5k-10k,7,Yes,39,8,1,
1108,31,26-35,No,Sales,25,3,Other,Female,Manager,2,13014,10k-15k,1,Yes,30,24,0,
1109,20,18-25,No,Sales,29,4,Life Sciences,Male,Sales Representative,2,18466,15k+,3,Yes,9,11,3,
1110,28,26-35,No,Research & Development,29,5,Human Resources,Female,Laboratory Technician,4,9720,5k-10k,2,Yes,28,27,5,
1111,35,26-35,No,Human Resources,24,1,Medical,Female,Manager,3,11345,10k-15k,6,No,5,16,3,
1112,21,18-25,No,Human Resources,4,5,Technical Degree,Female,Human Resources,2,8528,5k-10k,0,Yes,34,14,4,
1113,50,46-55,No,Sales,18,1,Marketing,Male,Sales Executive,3,18814,15k+,4,No,35,4,5,
1114,49,46-55,No,Sales,8,1,Human Resources,Male,Sales Representative,4,7727,5k-10k,1,No,40,8,2,
1115,47,46-55,No,Human Resources,11,1,Life Sciences,Male,Manager,1,6394,5k-10k,0,Yes,5,17,5,
1116,23,18-25,No,Human Resources,4,4,Human Resources,Female,Human Resources,1,7239,5k-10k,9,Yes,9,22,10,
1117,50,46-55,No,Research & Development,3,5,Medical,Female,Research Scientist,3,10498,10k-15k,7,Yes,9,11,9,
1118,38,36-45,Yes,Human Resources,14,4,Life Sciences,Male,Human Resources,1,13433,10k-15k,0,No,15,24,11,
1119,23,18-25,No,Human Resources,5,4,Technical Degree,Male,Manager,2,12844,10k-15k,6,Yes,17,32,7,
1120,60,55+,No,Research & Development,6,5,Technical Degree,Male,Healthcare Representative,1,2605,Upto 5k,7,Yes,26,13,7,
1121,57,55+,No,Research & Development,26,1,Human Resources,Male,Research Director,2,19293,15k+,1,Yes,17,3,3,
1122,51,46-55,No,Research & Development,24,1,Marketing,Female,Healthcare Representative,2,5071,5k-10k,8,No,31,15,16,
1123,30,26-35,No,Sales,8,2,Other,Male,Sales Representative,2,18312,15k+,6,No,10,4,18,
1124,44,36-45,Yes,Human Resources,29,4,Other,Male,Manager,3,10751,10k-15k,8,No,13,6,9,
1125,47,46-55,No,Research & Development,21,4,Medical,Female,Research Scientist,3,2336,Upto 5k,4,Yes,11,24,7,
1126,39,36-45,No,Human Resources,28,1,Other,Male,Manager,4,18808,15k+,6,No,26,11,9,
1127,32,26-35,No,Human Resources,23,5,Human Resources,Male,Human Resources,3,4570,Upto 5k,5,Yes,29,23,1,
1128,20,18-25,Yes,Human Resources,28,3,Medical,Male,Manager,2,10492,10k-15k,3,No,12,33,8,
1129,25,18-25,No,Human Resources,26,1,Life Sciences,Male,Manager,4,13934,10k-15k,8,No,7,14,1,
1130,33,26-35,No,Human Resources,16,2,Medical,Female,Human Resources,3,3995,Upto 5k,3,Yes,26,2,2,
1131,50,46-55,No,Sales,4,4,Human Resources,Female,Manager,1,17274,15k+,0,Yes,13,1,0,
1132,39,36-45,No,Human Resources,27,5,Human Resources,Male,Human Resources,2,14599,10k-15k,6,No,30,7,15,
1133,56,55+,No,Research & Development,29,5,Other,Male,Healthcare Representative,4,4922,Upto 5k,5,No,8,3,2,
1134,22,18-25,No,Research & Development,19,3,Life Sciences,Female,Research Director,2,5036,5k-10k,3,No,33,30,10,
1135,26,26-35,Yes,Sales,24,2,Medical,Male,Manager,1,14345,10k-15k,3,No,17,12,10,
1136,23,18-25,No,Research & Development,28,3,Medical,Female,Research Scientist,1,9360,5k-10k,5,Yes,21,2,15,
1137,45,36-45,No,Research & Development,4,2,Technical Degree,Male,Manufacturing Director,1,2519,Upto 5k,3,Yes,33,13,11,
1138,56,55+,No,Research & Development,22,4,Life Sciences,Female,Manufacturing Director,2,3896,Upto 5k,1,Yes,13,1,10,
1139,45,36-45,No,Research & Development,19,1,Technical Degree,Female,Research Scientist,4,17681,15k+,8,Yes,39,13,16,
1140,20,18-25,No,Research & Development,18,1,Human Resources,Female,Healthcare Representative,2,4795,Upto 5k,5,No,15,15,17,
1141,44,36-45,Yes,Human Resources,12,5,Other,Male,Human Resources,1,2511,Upto 5k,1,No,28,1,1,
1142,54,46-55,No,Human Resources,6,1,Other,Female,Manager,3,3124,Upto 5k,9,Yes,25,18,18,
1143,57,55+,No,Human Resources,22,3,Human Resources,Female,Manager,1,19766,15k+,8,No,9,24,11,
1144,58,55+,Yes,Human Resources,19,1,Marketing,Male,Manager,3,19637,15k+,9,Yes,11,12,3,
1145,36,36-45,No,Sales,18,1,Technical Degree,Male,Sales Executive,4,5629,5k-10k,2,No,40,7,14,
1146,59,55+,No,Research & Development,10,5,Other,Male,Research Scientist,2,15483,15k+,5,No,15,11,4,
1147,36,36-45,No,Human Resources,29,1,Medical,Female,Human Resources,3,1100,Upto 5k,0,Yes,25,22,11,
1148,45,36-45,No,Human Resources,13,5,Technical Degree,Female,Human Resources,4,9717,5k-10k,1,Yes,0,5,15,
1149,27,26-35,No,Research & Development,11,1,Marketing,Male,Research Scientist,3,7235,5k-10k,6,Yes,15,33,9,
1150,58,55+,No,Human Resources,6,4,Medical,Male,Manager,1,2329,Upto 5k,8,No,38,1,12,
1151,25,18-25,Yes,Sales,3,2,Human Resources,Female,Sales Executive,1,13687,10k-15k,0,Yes,24,32,1,
1152,23,18-25,No,Human Resources,28,3,Life Sciences,Female,Manager,4,10602,10k-15k,2,Yes,37,28,13,
1153,21,18-25,No,Human Resources,9,1,Technical Degree,Female,Human Resources,4,13070,10k-15k,9,No,25,10,1,
1154,26,26-35,No,Human Resources,20,2,Marketing,Male,Manager,1,14212,10k-15k,7,No,24,3,5,
1155,34,26-35,No,Human Resources,22,5,Marketing,Male,Human Resources,2,1744,Upto 5k,3,Yes,29,14,2,
1156,40,36-45,No,Sales,13,1,Technical Degree,Male,Sales Representative,4,6611,5k-10k,0,Yes,10,6,2,
1157,18,18-25,No,Human Resources,14,2,Human Resources,Female,Human Resources,2,13446,10k-15k,7,No,34,7,11,
1158,30,26-35,Yes,Research & Development,22,5,Marketing,Female,Research Scientist,3,8151,5k-10k,9,Yes,10,28,10,
1159,43,36-45,Yes,Sales,27,1,Technical Degree,Female,Sales Executive,3,10634,10k-15k,0,Yes,28,13,8,
1160,48,46-55,No,Sales,29,4,Other,Female,Sales Representative,2,18504,15k+,2,Yes,0,6,2,
1161,52,46-55,No,Research & Development,9,5,Technical Degree,Male,Research Director,3,6976,5k-10k,7,No,14,6,7,
1162,25,18-25,No,Human Resources,11,4,Life Sciences,Female,Human Resources,2,17885,15k+,9,No,1,11,18,
1163,43,36-45,No,Human Resources,2,4,Technical Degree,Male,Manager,4,4899,Upto 5k,8,Yes,0,23,0,
1164,27,26-35,Yes,Research & Development,21,3,Marketing,Male,Research Director,1,3764,Upto 5k,6,No,0,10,17,
1165,34,26-35,Yes,Research & Development,3,5,Other,Male,Research Scientist,1,14268,10k-15k,9,Yes,20,36,12,
1166,20,18-25,No,Research & Development,22,3,Medical,Female,Research Director,3,19269,15k+,8,Yes,10,8,1,
1167,56,55+,No,Research & Development,24,5,Other,Female,Research Scientist,3,8530,5k-10k,2,No,38,21,16,
1168,59,55+,No,Human Resources,21,5,Human Resources,Female,Human Resources,1,3752,Upto 5k,7,Yes,22,11,7,
1169,46,46-55,No,Human Resources,25,2,Life Sciences,Female,Manager,3,13795,10k-15k,6,Yes,39,4,14,
1170,52,46-55,No,Research & Development,28,5,Human Resources,Female,Research Director,4,17137,15k+,2,Yes,20,24,18,
1171,20,18-25,No,Sales,1,4,Other,Male,Sales Representative,2,18437,15k+,5,Yes,17,1,11,
1172,57,55+,No,Research & Development,1,1,Medical,Female,Manufacturing Director,2,11874,10k-15k,5,No,17,16,5,
1173,47,46-55,Yes,Human Resources,27,5,Marketing,Male,Manager,2,13912,10k-15k,2,No,25,12,6,
1174,39,36-45,No,Human Resources,22,3,Medical,Female,Human Resources,4,14267,10k-15k,2,No,24,10,18,
1175,55,46-55,No,Sales,20,3,Life Sciences,Male,Sales Representative,1,8263,5k-10k,8,No,23,14,0,
1176,51,46-55,No,Human Resources,18,3,Life Sciences,Female,Manager,4,9613,5k-10k,4,No,14,0,6,
1177,25,18-25,Yes,Research & Development,27,1,Technical Degree,Female,Research Director,2,17787,15k+,0,Yes,33,21,18,
1178,20,18-25,Yes,Sales,10,1,Marketing,Female,Sales Representative,4,3818,Upto 5k,1,No,20,12,3,
1179,29,26-35,No,Sales,27,4,Technical Degree,Male,Manager,2,12996,10k-15k,6,No,20,2,0,
1180,27,26-35,No,Human Resources,26,1,Life Sciences,Female,Manager,2,4575,Upto 5k,7,No,39,18,3,
1181,53,46-55,No,Human Resources,5,4,Life Sciences,Female,Manager,3,2970,Upto 5k,2,Yes,32,33,17,
1182,28,26-35,No,Research & Development,26,4,Technical Degree,Male,Manufacturing Director,3,5484,5k-10k,9,No,28,21,14,
1183,28,26-35,No,Research & Development,17,3,Other,Female,Healthcare Representative,3,5529,5k-10k,9,No,23,20,9,
1184,26,26-35,No,Sales,3,4,Marketing,Male,Manager,2,10979,10k-15k,0,Yes,2,9,9,
1185,55,46-55,No,Research & Development,5,1,Marketing,Female,Laboratory Technician,1,8605,5k-10k,3,Yes,20,4,15,
1186,31,26-35,No,Sales,22,1,Marketing,Female,Manager,3,14948,10k-15k,8,No,24,35,15,
1187,32,26-35,No,Sales,26,4,Other,Female,Sales Representative,4,14863,10k-15k,2,Yes,8,23,16,
1188,41,36-45,No,Human Resources,3,5,Medical,Male,Human Resources,1,10434,10k-15k,2,Yes,4,8,6,
1189,59,55+,No,Human Resources,3,1,Technical Degree,Male,Human Resources,1,1232,Upto 5k,8,Yes,26,16,15,
1190,53,46-55,Yes,Sales,6,4,Technical Degree,Male,Sales Executive,4,16177,15k+,2,Yes,22,22,14,
1191,41,36-45,No,Research & Development,5,4,Medical,Male,Healthcare Representative,3,19416,15k+,2,Yes,32,29,12,
1192,24,18-25,No,Human Resources,6,4,Life Sciences,Female,Human Resources,2,13861,10k-15k,1,No,13,3,14,
1193,54,46-55,No,Human Resources,6,2,Human Resources,Male,Human Resources,4,7099,5k-10k,2,Yes,27,1,18,
1194,37,36-45,No,Sales,8,2,Marketing,Female,Manager,2,8742,5k-10k,9,Yes,20,35,9,
1195,25,18-25,No,Research & Development,29,4,Medical,Male,Manufacturing Director,4,17026,15k+,4,Yes,1,29,10,
1196,54,46-55,No,Research & Development,4,2,Technical Degree,Female,Healthcare Representative,1,17322,15k+,2,Yes,28,4,5,
1197,33,26-35,No,Sales,24,1,Medical,Female,Sales Representative,3,16352,15k+,2,Yes,8,9,0,
1198,26,26-35,No,Human Resources,24,1,Human Resources,Male,Human Resources,2,12937,10k-15k,0,Yes,16,25,15,
1199,51,46-55,No,Human Resources,15,3,Other,Male,Manager,3,17497,15k+,8,No,11,15,17,
1200,20,18-25,No,Research & Development,10,2,Technical Degree,Male,Research Scientist,3,7618,5k-10k,1,No,4,1,5,
1201,54,46-55,No,Sales,21,5,Medical,Female,Manager,1,4066,Upto 5k,1,No,12,1,8,
1202,21,18-25,No,Human Resources,16,1,Medical,Female,Human Resources,1,7433,5k-10k,9,Yes,9,0,1,
1203,27,26-35,Yes,Human Resources,28,4,Technical Degree,Female,Human Resources,2,4786,Upto 5k,0,Yes,38,5,3,
1204,43,36-45,No,Sales,2,1,Human Resources,Male,Sales Representative,4,4424,Upto 5k,2,No,33,8,7,
1205,31,26-35,No,Sales,14,4,Marketing,Male,Manager,1,2213,Upto 5k,2,No,19,18,3,
1206,29,26-35,No,Sales,26,5,Other,Female,Sales Representative,2,4291,Upto 5k,5,Yes,36,5,4,
1207,36,36-45,Yes,Sales,27,5,Medical,Female,Manager,3,13306,10k-15k,6,Yes,0,8,18,
1208,26,26-35,No,Human Resources,8,4,Life Sciences,Male,Manager,3,17271,15k+,3,No,22,1,10,
1209,42,36-45,No,Human Resources,1,3,Life Sciences,Male,Manager,1,11057,10k-15k,2,No,3,8,3,
1210,28,26-35,No,Research & Development,9,1,Medical,Male,Research Director,4,16706,15k+,1,No,27,14,0,
1211,26,26-35,No,Research & Development,29,1,Marketing,Female,Laboratory Technician,3,5144,5k-10k,2,Yes,14,18,1,
