EmpID,Age,Attrition,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,DepartmentID,EducationFieldID,JobRoleID,AgeGroupID,SalarySlabID
1410,36,No,24,5,Male,2,11212,1,Yes,15,0,0,2,1,4,2,3
1411,37,No,29,4,Male,2,8552,3,No,6,6,6,2,3,6,2,2
1412,57,No,6,5,Male,3,2934,6,Yes,15,15,9,2,4,1,5,1
1413,34,No,19,3,Male,4,1878,3,No,15,8,4,1,2,3,3,1
1414,22,No,21,5,Female,4,3450,5,Yes,17,17,17,2,2,3,4,1
1415,40,No,28,4,Male,2,17882,5,No,20,1,1,3,2,5,2,4
1416,35,No,11,1,Male,1,14392,1,Yes,20,20,2,2,3,5,3,3
1417,34,No,16,1,Female,3,10722,9,No,9,0,0,1,2,6,3,3
1418,27,No,14,3,Male,3,10167,2,Yes,17,7,4,1,5,5,3,3
1419,50,No,1,5,Female,4,4658,2,No,9,1,1,1,3,1,1,1
1420,46,No,4,4,Male,3,3897,2,Yes,15,1,1,2,1,2,1,1
1421,29,No,2,5,Female,3,4908,5,No,3,2,2,2,5,4,3,1
1422,26,No,19,2,Female,3,7604,4,No,20,4,4,2,2,3,3,2
1423,38,No,14,2,Female,4,3843,0,No,4,0,0,2,2,2,2,1
1424,45,No,11,2,Male,4,1767,2,Yes,7,3,3,2,4,3,2,1
1425,42,No,16,2,Male,3,8592,8,No,15,1,1,1,4,5,2,2
1426,28,No,7,4,Female,4,9356,1,No,19,6,6,2,4,6,3,2
1427,21,No,16,2,Male,3,6737,0,No,17,7,7,2,1,6,4,2
1428,52,No,13,2,Male,3,8607,7,No,10,0,0,2,2,6,1,2
1429,34,No,4,3,Male,1,15585,7,Yes,17,1,0,2,4,9,3,4
1430,50,No,14,4,Male,4,6967,5,Yes,15,13,4,3,1,4,1,2
1431,31,No,11,3,Male,3,4498,9,No,13,4,1,2,2,6,3,1
1432,49,No,27,2,Male,3,10099,4,No,8,8,8,2,1,4,1,3
1433,46,No,13,5,Male,4,18546,6,No,10,4,2,2,2,8,1,4
1434,58,No,3,4,Female,4,17951,6,Yes,14,3,3,3,3,8,5,4
1435,56,No,7,4,Female,4,5761,2,Yes,25,25,5,1,4,2,5,2
1436,53,No,5,1,Male,4,16182,7,No,15,4,4,2,1,9,1,4
1437,41,No,16,1,Male,4,16155,3,Yes,18,8,0,1,3,9,2,4
1438,26,No,16,2,Male,3,8528,0,Yes,1,1,1,3,5,4,3,2
1439,34,No,12,5,Female,3,18015,2,Yes,6,4,4,2,2,5,3,4
1440,31,No,15,4,Male,4,7909,4,No,12,6,6,2,1,6,3,2
1441,35,No,26,1,Male,1,4350,6,Yes,7,7,7,1,4,6,3,1
1442,51,No,15,4,Male,3,14317,8,No,34,34,18,2,1,5,1,3
1443,41,No,15,3,Male,3,7993,4,No,28,28,5,2,1,3,2,2
1444,48,No,16,2,Male,4,15085,3,No,6,4,4,1,2,5,1,4
1445,36,No,15,3,Female,4,19181,5,Yes,8,6,6,1,1,8,2,4
1446,60,No,27,3,Female,2,17659,4,Yes,16,1,1,2,2,8,5,4
1447,45,No,1,2,Male,3,5210,6,No,3,3,3,1,2,6,2,2
1448,44,No,9,5,Male,4,8438,4,No,16,16,4,1,2,6,2,2
1449,51,No,2,1,Female,3,16628,9,No,8,0,0,2,2,8,1,4
1450,21,No,9,1,Male,3,12917,7,No,6,0,0,2,2,5,4,3
1451,35,No,17,3,Male,3,17020,7,No,6,5,5,2,1,9,3,4
1452,40,No,27,2,Female,1,7962,9,No,4,4,4,2,2,6,2,2
1453,48,No,14,1,Male,4,5976,4,No,11,11,6,2,2,6,1,2
1454,53,No,2,4,Female,4,2911,0,Yes,11,7,7,1,2,7,1,1
1455,28,No,17,3,Male,1,4827,7,No,17,0,0,2,2,6,3,1
1456,18,No,6,4,Male,3,4939,1,No,11,2,2,2,2,7,4,1
1457,36,No,7,1,Female,2,2442,7,Yes,11,11,7,2,1,7,2,1
1458,53,No,12,1,Male,4,10012,1,No,13,5,5,3,2,6,1,3
1459,41,No,3,1,Male,2,4515,7,No,9,3,1,1,1,2,2,1
1460,50,No,29,3,Male,2,2844,3,No,10,5,4,1,4,6,1,1
1461,40,No,20,2,Female,1,13040,2,Yes,6,0,0,3,1,3,2,3
1462,58,No,9,5,Male,3,10376,0,No,14,3,3,2,2,5,5,3
1463,48,No,29,5,Female,4,2867,6,No,7,1,1,2,1,7,1,1
1464,20,No,24,4,Male,2,1655,7,No,1,1,1,1,3,3,4,1
1465,33,No,12,1,Male,1,8233,8,Yes,18,2,2,2,2,6,3,2
1466,31,No,26,3,Female,3,19055,6,No,3,2,2,2,2,9,3,4
1467,52,No,9,5,Male,3,16825,6,No,10,3,3,1,1,8,1,4
1468,41,No,25,2,Male,3,8966,6,No,10,4,4,2,1,4,2,2
1469,45,No,2,5,Male,4,19779,3,No,7,0,0,3,2,9,2,4
1470,51,No,16,1,Male,4,7851,7,No,23,23,4,2,2,3,1,2
